nbeval fitness
10000 44538.0
10000 44449.0
10000 44579.0
10000 44088.0
10000 44533.0
10000 44594.0
10000 44962.0
10000 44512.0
10000 44376.0
10000 44036.0
10000 44306.0
10000 44713.0
10000 43782.0
10000 44257.0
10000 44221.0
10000 44055.0
10000 44543.0
10000 44148.0
10000 45018.0
10000 44608.0
10000 44503.0
10000 44165.0
10000 44910.0
10000 43845.0
10000 44297.0
10000 44250.0
10000 44034.0
10000 44230.0
10000 44563.0
10000 44331.0
10000 44335.0
10000 44671.0
10000 44653.0
10000 44852.0
10000 44418.0
10000 43754.0
10000 44610.0
10000 44622.0
10000 44534.0
10000 44544.0
10000 44415.0
10000 44374.0
10000 43558.0
10000 44152.0
10000 44774.0
10000 44507.0
10000 44318.0
10000 44887.0
10000 44245.0
10000 44646.0
10000 44406.0
10000 44833.0
10000 44499.0
10000 44703.0
10000 45107.0
10000 44561.0
10000 44173.0
10000 44175.0
10000 44425.0
10000 44308.0
10000 44272.0
10000 43907.0
10000 43697.0
10000 44648.0
10000 44061.0
10000 44130.0
10000 44678.0
10000 44955.0
10000 44837.0
