nbeval fitness
0 24179.0
0 25379.0
0 27097.0
0 24010.0
0 27152.0
0 24584.0
0 24460.0
0 26498.0
0 27386.0
0 26410.0
0 25516.0
0 27609.0
0 26560.0
0 24434.0
0 25392.0
0 25467.0
0 24591.0
0 24781.0
0 25280.0
0 24638.0
0 24575.0
0 24746.0
0 25815.0
0 25782.0
0 24273.0
0 24389.0
0 24999.0
0 25216.0
0 28124.0
0 24213.0
0 25136.0
0 25222.0
0 25086.0
0 25666.0
0 26271.0
0 25017.0
0 25672.0
0 24757.0
0 24485.0
0 25652.0
0 25277.0
0 26594.0
0 25064.0
0 25800.0
0 27529.0
0 24916.0
0 23896.0
0 25949.0
0 24775.0
0 25528.0
0 25028.0
0 24575.0
0 25497.0
0 24465.0
0 25655.0
0 23814.0
0 27150.0
0 24504.0
0 26150.0
0 27617.0
0 25324.0
0 25969.0
0 26016.0
0 24014.0
0 23455.0
0 24775.0
0 24773.0
0 26534.0
0 25518.0
0 25466.0
0 25565.0
0 25869.0
0 25738.0
0 24792.0
0 23911.0
0 25130.0
0 23642.0
0 25757.0
0 24125.0
0 25277.0
0 24897.0
0 24625.0
0 26230.0
0 26396.0
0 24255.0
0 24947.0
0 26808.0
0 23925.0
0 26753.0
0 26691.0
0 25921.0
0 24638.0
0 24766.0
0 24809.0
0 24284.0
0 25705.0
0 25866.0
0 24119.0
0 26370.0
0 25600.0
0 24065.0
0 26172.0
0 26542.0
0 25349.0
0 25926.0
0 24725.0
0 25500.0
0 25904.0
0 23867.0
0 25365.0
0 25358.0
0 26459.0
0 26681.0
0 26519.0
0 25680.0
0 25285.0
0 25515.0
0 25327.0
0 27656.0
0 25399.0
0 25390.0
0 26393.0
0 25764.0
0 24268.0
0 25386.0
0 25124.0
0 26586.0
0 22574.0
0 24808.0
0 24622.0
0 24686.0
0 27121.0
0 25791.0
0 24456.0
0 25797.0
0 24601.0
0 28156.0
0 25013.0
0 27326.0
0 24871.0
0 24103.0
0 25758.0
0 25354.0
0 25736.0
0 26652.0
0 26263.0
0 25895.0
0 24086.0
0 26153.0
0 25347.0
0 25830.0
0 24833.0
0 25402.0
0 23983.0
0 27263.0
0 25385.0
0 26769.0
0 24260.0
0 25151.0
0 26877.0
0 27658.0
0 25090.0
0 24990.0
0 25591.0
0 25772.0
0 24609.0
0 24927.0
0 23913.0
0 23984.0
0 24341.0
0 25016.0
0 26134.0
0 26576.0
0 23455.0
0 25019.0
0 25038.0
0 25337.0
0 25352.0
0 24540.0
0 25192.0
0 25066.0
0 26618.0
0 27026.0
0 24660.0
0 24754.0
0 23525.0
0 24714.0
0 25994.0
0 25851.0
0 26068.0
0 24120.0
0 25222.0
0 24646.0
0 24409.0
0 25597.0
0 25396.0
0 25335.0
0 25570.0
0 24942.0
0 23438.0
0 24969.0
0 25927.0
0 26217.0
0 25565.0
0 24844.0
0 25865.0
0 24485.0
0 26163.0
0 26899.0
0 25694.0
0 24154.0
0 25196.0
0 24906.0
0 24682.0
0 24745.0
0 26701.0
0 23134.0
0 26279.0
0 23899.0
0 25417.0
0 26580.0
0 26561.0
0 25693.0
0 26025.0
0 25187.0
0 26842.0
0 24819.0
0 25163.0
0 26268.0
0 25674.0
0 22996.0
0 24133.0
0 25019.0
0 23977.0
0 25773.0
0 24688.0
0 24914.0
0 24655.0
0 22950.0
0 25148.0
0 25648.0
0 25385.0
0 27191.0
0 26624.0
0 25815.0
0 24441.0
0 25422.0
0 24960.0
0 25235.0
0 25615.0
0 25845.0
0 24453.0
0 24763.0
0 25602.0
0 24499.0
0 24191.0
0 25568.0
0 24769.0
0 25024.0
0 26855.0
0 26103.0
0 24109.0
0 23572.0
0 23923.0
0 23621.0
0 24181.0
0 23782.0
0 23409.0
0 25062.0
0 26066.0
0 26193.0
0 26229.0
0 25430.0
0 23530.0
0 25067.0
0 25464.0
0 25371.0
0 24615.0
0 24642.0
0 25840.0
0 25605.0
0 25758.0
0 25833.0
0 26840.0
0 24929.0
0 25171.0
0 26082.0
0 25498.0
0 24738.0
0 25504.0
0 25108.0
0 26038.0
0 25108.0
0 24449.0
0 25939.0
0 24465.0
0 26902.0
0 26552.0
0 24344.0
0 25657.0
0 25152.0
0 24360.0
0 24441.0
0 25590.0
0 25982.0
0 24605.0
0 25022.0
0 27065.0
0 25590.0
0 23259.0
0 27727.0
0 25202.0
0 23642.0
0 26467.0
0 25939.0
0 26371.0
0 26122.0
0 27022.0
0 24949.0
0 25249.0
0 26773.0
0 25601.0
0 25835.0
0 25206.0
0 25496.0
0 24993.0
0 25670.0
0 26102.0
0 25510.0
0 26095.0
0 25045.0
0 25047.0
0 25696.0
0 24676.0
0 25746.0
0 23959.0
0 25298.0
0 27062.0
0 26523.0
0 24042.0
0 23266.0
0 25282.0
0 23755.0
0 24813.0
0 27009.0
0 26204.0
0 25580.0
0 24020.0
0 25456.0
0 27732.0
0 24179.0
0 26294.0
0 26674.0
0 25791.0
0 25714.0
0 23823.0
0 25798.0
0 25054.0
0 25885.0
0 25008.0
0 25293.0
0 25546.0
0 23823.0
0 25695.0
0 24974.0
0 25110.0
0 25920.0
0 23961.0
0 25973.0
0 25529.0
0 23359.0
0 26769.0
0 25664.0
0 25375.0
0 24529.0
0 25987.0
0 24630.0
0 26163.0
0 25909.0
0 25076.0
0 24976.0
0 26027.0
0 25861.0
0 26927.0
0 27010.0
0 24880.0
0 27172.0
0 25974.0
0 25796.0
0 26002.0
0 25487.0
0 25389.0
0 25655.0
0 24300.0
0 25400.0
0 25776.0
0 26794.0
0 26336.0
0 25369.0
0 24482.0
0 25403.0
0 27020.0
0 26391.0
0 24266.0
0 27122.0
0 25745.0
0 24939.0
0 24692.0
0 25345.0
0 25415.0
0 25152.0
0 25932.0
0 27195.0
0 24521.0
0 24662.0
0 25677.0
0 23038.0
0 24802.0
0 26706.0
0 25777.0
0 25154.0
0 26265.0
0 26317.0
0 25216.0
0 24534.0
0 24646.0
0 26106.0
0 24308.0
0 25574.0
0 26248.0
